1,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,6:15 AM,
2,1,HtoV,PzVFlDkT,2,himalaya,12.986355,80.2350117,IITM,UP,6:16 AM,
3,1,HtoV,dJdTBATy,3,gymkhana,12.9870334,80.2333308,IITM,UP,6:17 AM,
4,1,HtoV,XsvFZXJo,4,oat,12.9886095,80.2326199,IITM,UP,6:18 AM,
5,1,HtoV,DpfRSiIE,5,hospital,12.9904753,80.2317671,IITM,UP,6:19 AM,
6,1,HtoV,qDNcQeuw,6,robert Bosch,12.9905063,80.2265638,IITM,UP,6:20 AM,
7,1,HtoV,Ngsxsfae,7,velachery,12.9884243,80.2231616,IITM,UP,6:22 AM,
8,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,6:30 AM,
9,1,HtoV,PzVFlDkT,2,himalaya,12.986355,80.2350117,IITM,UP,6:31 AM,
10,1,HtoV,dJdTBATy,3,gymkhana,12.9870334,80.2333308,IITM,UP,6:32 AM,
11,1,HtoV,XsvFZXJo,4,oat,12.9886095,80.2326199,IITM,UP,6:33 AM,
12,1,HtoV,DpfRSiIE,5,hospital,12.9904753,80.2317671,IITM,UP,6:34 AM,
13,1,HtoV,qDNcQeuw,6,robert Bosch,12.9905063,80.2265638,IITM,UP,6:35 AM,
14,1,HtoV,Ngsxsfae,7,velachery,12.9884243,80.2231616,IITM,UP,6:37 AM,
15,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,6:45 AM,
16,1,HtoV,PzVFlDkT,2,himalaya,12.986355,80.2350117,IITM,UP,6:46 AM,
17,1,HtoV,dJdTBATy,3,gymkhana,12.9870334,80.2333308,IITM,UP,6:47 AM,
18,1,HtoV,XsvFZXJo,4,oat,12.9886095,80.2326199,IITM,UP,6:48 AM,
19,1,HtoV,DpfRSiIE,5,hospital,12.9904753,80.2317671,IITM,UP,6:49 AM,
20,1,HtoV,qDNcQeuw,6,robert Bosch,12.9905063,80.2265638,IITM,UP,6:50 AM,
21,1,HtoV,Ngsxsfae,7,velachery,12.9884243,80.2231616,IITM,UP,6:52 AM,
22,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,7:00 AM,
23,1,HtoV,PzVFlDkT,2,himalaya,12.986355,80.2350117,IITM,UP,7:01 AM,
24,1,HtoV,dJdTBATy,3,gymkhana,12.9870334,80.2333308,IITM,UP,7:02 AM,
25,1,HtoV,XsvFZXJo,4,oat,12.9886095,80.2326199,IITM,UP,7:03 AM,
26,1,HtoV,DpfRSiIE,5,hospital,12.9904753,80.2317671,IITM,UP,7:04 AM,
27,1,HtoV,qDNcQeuw,6,robert Bosch,12.9905063,80.2265638,IITM,UP,7:05 AM,
28,1,HtoV,Ngsxsfae,7,velachery,12.9884243,80.2231616,IITM,UP,7:07 AM,
29,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,7:15 AM,
30,1,HtoV,PzVFlDkT,2,himalaya,12.986355,80.2350117,IITM,UP,7:16 AM,
31,1,HtoV,dJdTBATy,3,gymkhana,12.9870334,80.2333308,IITM,UP,7:17 AM,
32,1,HtoV,XsvFZXJo,4,oat,12.9886095,80.2326199,IITM,UP,7:18 AM,
33,1,HtoV,DpfRSiIE,5,hospital,12.9904753,80.2317671,IITM,UP,7:19 AM,
34,1,HtoV,qDNcQeuw,6,robert Bosch,12.9905063,80.2265638,IITM,UP,7:20 AM,
35,1,HtoV,Ngsxsfae,7,velachery,12.9884243,80.2231616,IITM,UP,7:22 AM,
36,1,HtoV,RHzXTuOU,1,ganga,12.9864308,80.2385628,IITM,UP,7:30 AM,
